"","month","LongDes","sum(ItemQuant)"
"5616",12,"LIFEWAY KEFIR TT STRWBRY",42
"5617",12,"LUIGI'S CHC ITN ICE",14
"5618",12,"LUIGIS ITAL ICE VARTY PK",103
"5619",12,"LUIGIS ITALIAN ICE CHERRY",135
"5620",12,"LUIGIS ITALIAN ICE NS VRTY",137
"5621",12,"M/MAID SFT FRZN LEMONADE",139
"5622",12,"M/MAID SFT FRZN LIMEADE",125
"5623",12,"MAGNOLIA ICE CREAM CCNUT",16
"5624",12,"MAGNOLIA ICE CREAM TRPCL AVCDO",18
"5625",12,"MAGNOLIA ICE CREAM TRPCL UBE",10
"5626",12,"MAGNUM DBL CRML IC BARS",420
"5627",12,"MAGNUM DBLE PB BAR",2
"5628",12,"MAGNUM GOLD 3PK",98
"5629",12,"MGNM MINI ALMND WHT VRTY",171
"5630",12,"MINUTE MAID JUICE BARS",35
"5631",12,"MONSTER COOKIE  ORIGINAL",8
"5632",12,"MONSTER MUNCH POLAR BEAR POOP",2
"5633",12,"MONSTER MUNCH SPECKLED SLIME",2
"5634",12,"MONSTER MUNCH T REX ROX",6
"5635",12,"MRS FIELDS COOKIE SANDWICH",39
"5636",12,"NE CLASSIC DRMSTICK COMBO",373
"5637",12,"NE CLASSIC DRMSTK VNLLA",562
"5638",12,"NESTLE DRMSTK VANILLA",12
"5639",12,"NESTLE LIL DRUM CHOC SWIRL",83
"5640",12,"ON BLBRY GREEK YOG BARS",87
"5641",12,"ON BLUBRY GRK FRZN YOG",14
"5642",12,"ON CHRY GREEK YOG BARS",119
"5643",12,"ON CHRY GRK FRZN YOG",13
"5644",12,"ON MNGO GRK FRZN YOG",15
"5645",12,"ON MXD BRY FRUIT VEG BARS",82
"5646",12,"ON ORNG MNG FRT VEG BARS",39
"5647",12,"ON PEACH FRUIT VEG BARS",49
"5648",12,"ON PEACH GRK FRZN YOG",22
"5649",12,"ON STRW FRUIT VEG BARS",96
"5650",12,"ON STRW GREEK YOG BARS",100
"5651",12,"ON STRW GRK FRZN YOG",15
"5652",12,"ON VAN GREEK YOG BARS",47
"5653",12,"ON VAN GRK FRZN YOG",33
"5654",12,"OSD ND CHOC VELVET OG",8
"5655",12,"OSD ND CREAMY VANILLA OG",19
"5656",12,"OSD ND NEOPOLITAN",11
"5657",12,"PE FDG SWRL DAIRY DSSRT",34
"5658",12,"PE NEAPOLITAN DAIRY DSSRT",46
"5659",12,"PE STRW DAIRY DESSERT",5
"5660",12,"PE VANILLA DAIRY DESSERT",88
"5661",12,"POPSICLE FIRECRACKER JR",200
"5662",12,"POPSICLE FUDGSICLE NSA",371
"5663",12,"POPSICLE OR/GR/CHRY",328
"5664",12,"POPSICLE S/F OR/CH/GR",432
"5665",12,"POPSICLE SCRIBBLERS",186
"5666",12,"POPSICLE SF ORG/CHRY/GRP",250
"5667",12,"POPSICLE SF TROPICALS",203
"5668",12,"PPSCL JB TFRTI,VN CHRY,BL",8
"5669",12,"PPSCLE REDS CHRY,RSP,STRW",202
"5670",12,"RBYS RCKT DSSRT FRZ GLXY",24
"5671",12,"RBYS RCKT DSSRT FRZ ORBT",36
"5672",12,"RBYS RCKT DSSRT FRZ RCK",49
"5673",12,"REESE'S ICE CREAM CUP",191
"5674",12,"RICE DREAM BITES VAN",21
"5675",12,"RICE DREAM VAN",20
"5676",12,"S.COW CHOC.VAN SANDWICH",154
"5677",12,"S/COW NSA VANILLA SANDWICH",150
"5678",12,"SCOOPS BANANA NUT",62
"5679",12,"SCOOPS BUTTER PECAN",49
"5680",12,"SCOOPS CHOCOLATE",121
"5681",12,"SCOOPS CHOCOLATE CHIP",66
"5682",12,"SCOOPS COOKIES & CREAM",132
"5683",12,"SCOOPS LOWFAT CHOCOLATE",6
"5684",12,"SCOOPS LOWFAT VANILLA",35
"5685",12,"SCOOPS MUDSLIDE COFFEE I/C",81
"5686",12,"SCOOPS NEOPOLITAN",94
"5687",12,"SCOOPS ROCKY ROAD",61
"5688",12,"SCOOPS STRAWBERRY",69
"5689",12,"SCOOPS TSTD ALMOND FUDGE",88
"5690",12,"SCOOPS VANILLA",508
"5691",12,"SCOOPS VANILLA FUDGE",82
"5692",12,"SK ICE CRM SAND LF VAN",87
"5693",12,"SKINNY COW COOKIES & CRM",154
"5694",12,"SKINNY COW FUDGE BAR",133
"5695",12,"SLIM A BEAR 100CAL VAN BAR",146
"5696",12,"SLIM ABEAR 100CA TOFF/FRVAN",272
"5697",12,"SNICKERS ICE CRM BARS",54
"5698",12,"SO BLISS FRZR POP 4PK CRRT AP",8
"5699",12,"SO BLISS FRZR POP 4PK HIBISCUS",1
"5700",12,"SO BLISS FRZR POP 4PK MANGO",9
"5701",12,"SO BLISS FRZR POP 4PK SWT TEA",3
"5702",12,"SO BLISS FRZR POP 4PK WTRMLN",36
"5703",12,"SO DEL BAR CNUT ICRM ALM",57
"5704",12,"SO DEL CNUT BAN SPLT MINI SNDW",50
"5705",12,"SO DEL COCNT CHOC ICRM",49
"5706",12,"SO DEL COCONT CKY DGH",74
"5707",12,"SO DEL COCONT MLK ICRM",22
"5708",12,"SO DEL COCONT MOCHA",56
"5709",12,"SO DEL COCONT VAN",72
"5710",12,"SO DELICIO SYICRM MIN SAN VAN",74
"5711",12,"SOY DELC CHOC OBESSN OG2",17
"5712",12,"STEVE DESSERT BANANA PUDDING",18
"5713",12,"STEVE DESSERT BRBN VANILLA",24
"5714",12,"STEVE DESSERT DRKLN BLKOUT",11
"5715",12,"STEVE DESSERT MXN CHILI CHOC",4
"5716",12,"STEVE DESSERT SALTY CRML",8
"5717",12,"STEVE ICE CRM BURNT SGR VNLLA",11
"5718",12,"STEVE ICE CRM DRK CHOC SLTY CRML",16
"5719",12,"STNYFLD FRZN YOG DRK CHOC",8
"5720",12,"STNYFLD LF MNT CHO YGRT OG2",14
"5721",12,"STNYFLD NF VAN FDG YGRT OG2",29
"5722",12,"STNYFLD NF VAN YOGRT OG2",36
"5723",12,"STONY YGRT GRK FRZ FF VAN",11
"5724",12,"STONY YOGURT FRZ FF HONEY",5
"5725",12,"SWT FRDM VAN ICRM CONE",54
"5726",12,"SYDRM BTR PCAN DSERT",17
"5727",12,"TALENTI BLOOD ORANGE SORBETTO",37
"5728",12,"TALENTI DBL DARK CHOC POP",21
"5729",12,"TALENTI GEL FUDGE BROWNIE",94
"5730",12,"TALENTI GELATO CARIBBEAN COCONUT",99
"5731",12,"TALENTI GELATO CH/PNT BTR CUP",155
"5732",12,"TALENTI GELATO CRML CKIE CRNCH",1116
"5733",12,"TALENTI GELATO DBE DRK CHOC",100
"5734",12,"TALENTI GELATO DBL DRK CHOC",300
"5735",12,"TALENTI GELATO MILK CHOC",400
"5736",12,"TALENTI GELATO PISTACHIO",132
"5737",12,"TALENTI GELATO POP MDTRRNEAN MINT",24
"5738",12,"TALENTI GELATO POP VAN",30
"5739",12,"TALENTI GELATO ROMAN RASP SORBETTO",544
"5740",12,"TALENTI GELATO SEA SALT",155
"5741",12,"TALENTI GELATO SSALT CRML",2
"5742",12,"TALENTI GELATO VANILLA BEAN",179
"5743",12,"TAMPICO TWIN POPS 3 FLVRS",44
"5744",12,"TCBY FYOG COOKIES N CREAM",78
"5745",12,"TCBY FYOG DBL CHOC CHNK",149
"5746",12,"TCBY FYOG DBL CLS VAN BEAN",104
"5747",12,"TCBY FYOG MINT CHOC CHIP",92
"5748",12,"TCBY FYOG SLTD CRML SWIRL",92
"5749",12,"TILLAMK ESPRESSO MOCHA ICRM",217
"5750",12,"TILLAMK MUDSLIDE ICRM",314
"5751",12,"TILLAMK OREGON STRW ICRM",273
"5752",12,"TILLAMK ROCKY ROAD ICRM",182
"5753",12,"TILLAMK VAN BEAN ICECREAM",771
"5754",12,"TILLAMK VAN CHOC CHIP ICREAM",528
"5755",12,"TILLAMOOK OR BLBRY PTCH ICRM",123
"5756",12,"TILLAMOOK OREGON BLK CHRY",131
"5757",12,"TILLMK CINN HORCHATA ICREAM",190
"5758",12,"TILLMK CKIES N CRM ICREAM",250
"5759",12,"TILLMK CRML BTR PCN ICREAM",239
"5760",12,"TILLMK DUTCH CHOC ICREAM",342
"5761",12,"TILLMK FIRESD SMORES ICREAM",130
"5762",12,"TILLMK MARIONBRY PIE ICREAM",89
"5763",12,"TILLMK MNT CHOC CHIP ICREAM",207
"5764",12,"TILLMK OLD FASH VAN ICREAM",891
"5765",12,"TILLMK TOFFEE CRNCH ICRM",288
"5766",12,"TLNTI GEL BLK RSP CHC CHP",91
"5767",12,"TOFUTTI CUTIES VANILLA",26
"5768",12,"WINKS FROZEN CAKE BATTER",57
"5769",12,"WINKS FROZEN CHOC MINT",49
"5770",12,"WINKS FROZEN CINNAMON BUN",38
"5771",12,"WINKS FROZEN COCOA DOUGH",60
"5772",12,"WINKS FROZEN ICED LATTE",23
"5773",12,"WONKA PUSH UP 9 CT BOX",52
"5774",12,"WW BLBRY SWRL BARS",57
"5775",12,"WW CANDY BARS 6/2 FL OZ",141
"5776",12,"WW CHOC SMTH BARS",80
"5777",12,"WW CKIES&CRM BARS",114
"5778",12,"WW DIVINE TRIPLE CHOCOLATE BARS",113
"5779",12,"WW DRK CHC DULCE DE LECHE",57
"5780",12,"WW DRK CHOC RSPB BARS",167
"5781",12,"WW ENGLSH TFEE CRCH BAR",279
"5782",12,"WW GIANT CHOC FUDGE BAR",235
"5783",12,"WW GIANT LATTE BAR",116
"5784",12,"WW PCH SWIRL BARS",115
"5785",12,"WW SLTD CRML ICECRM BAR",238
"5786",12,"WW SNACK SIZE VAN FUDGE SWRL CONES",112
"5787",12,"WW SNK SZ CHOC FDG BARS",200
"5788",12,"WW SNK SZ VP ICE CRM SNDWCH",66
"5789",12,"WW STRW SMOOTHIE BARS",145
"5790",12,"WW VAN RND ICE CRM SNDWCH",253
"5791",13,"*CV*DIPPIN DOT COTTON CANDY",20
"5792",13,"*CV*DIPPIN DOTS BAN SPLIT",45
"5793",13,"*CV*DIPPIN DOTS BIRTHDAY CAKE",15
"5794",13,"*CV*DIPPIN DOTS CHOC",50
"5795",13,"*CV*DIPPIN DOTS CKIE DGH",101
"5796",13,"*CV*DIPPIN DOTS CKIES/CRM",44
"5797",13,"*CV*DIPPIN DOTS ICE RNBW",56
"5798",13,"*CV*DIPPIN DOTS MINT CHOC",24
"5799",13,"*CV*DIPPIN DOTS VAN ICE CRM",46
"5800",13,"*D*BB SWT FRDM NSA FUDGE BAR 12CT",115
"5801",13,"*D*BR CHOC FUDGE ICRM",58
"5802",13,"*D*NESTLE DRUMSTICK SMPLY DIP",14
"5803",13,"*R* DREYERS FRT BAR LIME",154
"5804",13,"*R* HD DULCE DE LECHE CARAMEL",79
"5805",13,"*S*TLNT PMPKN GLT",71
"5806",13,"*Z*BB FNWCH CKIES N CRM966620",16
"5807",13,"*Z*BB FNWCH VN CH CHIP966619",34
"5808",13,"*Z*BB SWT FRDM FDG LT 800134",1
"5809",13,"*Z*SV CHOC ICREAM SQ 817968",2
"5810",13,"ALDENS IC SALTED CARAMEL",24
"5811",13,"ALDENS ICE CREAM CHOC CHP",28
"5812",13,"ALDENS ICE CREAM CKIE CRM",47
"5813",13,"ALDENS ICE CREAM VANILLA",73
"5814",13,"ALDENS ICRM MINT CHIP OG2",32
"5815",13,"ALMOND DREAM CAPP SWIRL",20
"5816",13,"ALMOND DREAM CHOC",22
"5817",13,"ALMOND DREAM CHOC BITES",16
"5818",13,"ALMOND DREAM PRLN CRNCH",56
"5819",13,"ALMOND DREAM VNLA",47
"5820",13,"ALMOND DREAM VNLA BITE",22
"5821",13,"ARTIC ZERO ICE CRM BUTTERY PECAN",18
"5822",13,"ARTIC ZERO ICE CRM CHOC PNUT BTR",9
"5823",13,"ARTIC ZERO ICE CRM COOKIE N CRM",87
"5824",13,"ARTIC ZERO ICE CRM COOL MINT CHIP",36
"5825",13,"ARTIC ZERO ICE CRM LIL BIT CHIPPY",17
"5826",13,"ARTIC ZERO ICE CRM SEA SLT CRMEL",18
"5827",13,"ARTIC ZERO ICE CRM VANILLA",46
"5828",13,"ARTIC ZERO ICE CRMCOOKIE DOUGH CHIP",33
"5829",13,"B BUNNY MINI SWRL VAN CONES",76
"5830",13,"B&J BAN P/BTR GRK YOG",48
"5831",13,"B&J BLBRY VAN GRHM GRK YOG",43
"5832",13,"B&J CHEESECAKE BROWNIE",69
"5833",13,"B&J CHERRY GARCIA",257
"5834",13,"B&J CHERRY GARCIA CUP",281
"5835",13,"B&J CHOC FDG BROWNIE",356
"5836",13,"B&J CHOC FDG BROWNIE CUP",298
"5837",13,"B&J CHOCC CHP COOKIE DOUGH",308
"5838",13,"B&J CHUNKY MONKEY",109
"5839",13,"B&J CINNAMON BUNS",125
"5840",13,"B&J COFFEE BUZZ",109
"5841",13,"B&J COFFEE W/HEATH",145
"5842",13,"B&J COOKIE DOUGH CUP",436
"5843",13,"B&J FY CHERRY GARCIA",260
"5844",13,"B&J KARAMEL SUTRA",115
"5845",13,"B&J MILK & COOKIES",289
"5846",13,"B&J NEW YORK SUPER FUDGE",110
"5847",13,"B&J PEANUT BUTTER CUP",148
"5848",13,"B&J PHISH FOOD PT",235
"5849",13,"B&J PNT BTTH CK CR",69
"5850",13,"B&J PNT BTTR FUDGE CORE",77
"5851",13,"B&J RASP FDG CHNK GRK YOG",29
"5852",13,"B&J RED VELVET CAKE ICE CRM",93
"5853",13,"B&J SLTD CARAMEL CORE",166
"5854",13,"B&J STPHN COLBRT AMRICNE DREAM",271
"5855",13,"B&J STRW SHRCK GRK YOG",38
"5856",13,"B&J THE TONITE DGH",462
"5857",13,"B&J VANILLA",133
"5858",13,"B/BNY SWT FREEDOM VAN SNK SZ CONES",134
"5859",13,"BASKIN ROBBIN VANILLA",123
"5860",13,"BASKIN ROBIN CHOC ICECREAM",129
"5861",13,"BB BDAY PARTY SNDWCH",48
"5862",13,"BB BORDEAUX CHRY CHOC",361
"5863",13,"BB CHAMP VAR PK CONES",135
"5864",13,"BB CHOC LOVERS ICRM SNDWCH",44
"5865",13,"BB MINI SWIRL CONE CHOC",45
"5866",13,"BB MINI SWIRL CRML CONES",41
"5867",13,"BB MINI SWRL BDAY PRTY CONE",63
"5868",13,"BB PREM BUNNY TRACKS",579
"5869",13,"BB PREM BUTTER PECAN",604
"5870",13,"BB PREM CHUNKY CHOC CHIP",359
"5871",13,"BB PREM COOKIES N CREAM",775
"5872",13,"BB PREM DBL STRWBRY",404
"5873",13,"BB PREM HOMEMADE CHOC",669
"5874",13,"BB PREM HOMEMADE VAN",1607
"5875",13,"BB PREM MINT CHOC CHIP",563
"5876",13,"BB PREM NEAPOLITAN",441
"5877",13,"BB PREM PNUT BTTR PANIC",461
"5878",13,"BB PREM ROCKY ROAD",356
"5879",13,"BB PREM TSTD ALMND FUDGE",414
"5880",13,"BB RNBOW SHERBET CUPS 12CT",124
"5881",13,"BB SMPLY VAN SNCWCH",114
"5882",13,"BB SWEET FREEDOM VAN",288
"5883",13,"BB SWT FRDM BAN SPLIT",171
"5884",13,"BB SWT FRDM BTR PECAN",182
"5885",13,"BB SWT FRDM BUNNY TRACKS",219
"5886",13,"BB SWT FRDM NSA FUDGE BAR",115
"5887",13,"BB SWT FRDM VAN IC SNDWCH",68
"5888",13,"BB SWT FRDM VRTY PK BARS",19
"5889",13,"BB TRPL DLGHT SNDWCH",96
"5890",13,"BBNY CARAMEL KRUNCH BARS",84
"5891",13,"BBNY CHAMP CONE VAN",244
"5892",13,"BBNY FUDGE BARS",148
"5893",13,"BBNY SF NSA VAN KRUNCH BAR",173
"5894",13,"BBNY SWT FRDM NSA VAN BAR",190
"5895",13,"BBUNNY PREM PIST ALMOND",229
"5896",13,"BDGT SAVER SF TWIN POPS",74
"5897",13,"BDGT SAVER TWN POPS BAN",152
"5898",13,"BDGT SVR MONSTR CHOC FDGE",18
"5899",13,"BJ SMORES",175
"5900",13,"BL BUNNY PREM VAN BEAN",1231
"5901",13,"BL BUNNY VAN ICRM CUPS 12CT",232
"5902",13,"BLUE BUNNY BIG FUDGE BARS",153
"5903",13,"BLUE BUNNY LIME SHERBET",150
"5904",13,"BLUE BUNNY ORANGE DREAM BAR 2.25OZ",114
"5905",13,"BLUE BUNNY ORANGE SHERBET",233
"5906",13,"BLUE BUNNY ORIG BOMB POP",738
"5907",13,"BLUE BUNNY PREM VAN",995
"5908",13,"BLUE BUNNY RAINBOW SHERBET",203
"5909",13,"BLUE BUNNY RASPBERRY SHERBET",119
"5910",13,"BOMB POP HWN PNCH",163
"5911",13,"BOMB POP WARHEADS POPS",142
"5912",13,"BOMB POPS WATERMELON",171
"5913",13,"BR BUTTER PECAN",118
"5914",13,"BR CHOC CHIP CKIE DGH",190
"5915",13,"BR CHOC CHIP ICRM",163
"5916",13,"BR COOKIES N CREAM",34
"5917",13,"BR GOLD MEDAL RIBBON",123
"5918",13,"BR JAMOCA ALMND FUDGE",157
"5919",13,"BR MINT CHOC CHIP ICRM",526
"5920",13,"BR NUTTY COCONUT",115
"5921",13,"BR PNUT BUTTER N CHOC",139
"5922",13,"BR PRALINES N CREAM",105
"5923",13,"BR ROCKY ROAD",141
"5924",13,"BREYER NAT LT CRMY VANILLA",34
"5925",13,"BREYER NTRL CHRY VANILLA",32
"5926",13,"BREYER NTRL FRCH VAN",149
"5927",13,"BREYER VANILLA ICE CREAM",240
"5928",13,"BREYER WFL CONE W/HRSHY CHOC CHP",37
"5929",13,"BREYERS BLASTS BDAY",45
"5930",13,"BREYERS BLASTS CREAMSICLE",41
"5931",13,"BREYERS CARB SMART CHOC",112
"5932",13,"BREYERS CO B GS THIN MINTS",62
"5933",13,"BREYERS CO BRAND M&MS",33
"5934",13,"BREYERS FAT FREE CRMY VAN",24
"5935",13,"BREYERS LACTOSE FREE VAN",66
"5936",13,"BREYERS NAT ROCKY ROAD",31
"5937",13,"BREYERS NAT STRAWBERRY",45
"5938",13,"BREYERS NSA VANILLA",77
"5939",13,"BREYERS NTRL CHOC",79
"5940",13,"BREYERS SNICKERS IC CRM",73
"5941",13,"BRYER SMRT CARB VAN I/C",103
"5942",13,"BRYERS OREO CHOC CKIE&CRM",51
"5943",13,"BRYR GELATO CAPP",31
"5944",13,"BRYR GELATO MNT CHC",19
"5945",13,"BRYRS CRBSMRT ALMD I/C BAR",69
"5946",13,"BRYRS TIRAMISU GELATO",67
"5947",13,"BRYRS TRPL CHOC GELATO",79
"5948",13,"BRYRS VAN CRML GELATO",189
"5949",13,"BUDGET SAVER TWIN POPS",245
"5950",13,"CADBURY CARAMELLO RF IC BAR",28
"5951",13,"CADBURY CHOC ALMD RF IC BAR",2
"5952",13,"CHOCO TACO",23
"5953",13,"CLEMMYS IC TSTD ALMOND",5
"5954",13,"COOLHAUS IC SNDWCH CHOC",20
"5955",13,"COOLHAUS IC SNDWCH PNTBTR",21
"5956",13,"COOLHAUS ICE CRM 3-BAR M CH",10
"5957",13,"COOLHAUS ICE CRM BANA FSTR",60
"5958",13,"COOLHAUS ICE CRM BLSMC",72
"5959",13,"COOLHAUS ICE CRM CHOC MLTN",55
"5960",13,"COOLHAUS ICE CRM DRTY MNT",55
"5961",13,"COOLHAUS ICE CRM SLT CRML",67
"5962",13,"COOLHAUS ICE CRM SNDWCH BC",33
"5963",13,"COOLHAUS ICE CRM SNDWCH CS",20
"5964",13,"COOLHAUS ICE CRM SNDWCH DCM",24
"5965",13,"COOLHS ICECRM 3-BAR VMCH",23
"5966",13,"COOLHS ICECRM SNDWH VN BN",59
"5967",13,"DAIYA CHEESECAKE NEW YORK STYLE",3
"5968",13,"DAN OIKO GRK FRZ YGRT CAF LATTE",30
"5969",13,"DAN OIKOS GRK FRZ YGRT CHOC",36
"5970",13,"DAN OIKOS GRK FRZN YGRT KEY LIME",19
"5971",13,"DAN OIKOS GRK FRZN YGRT STRWBRY",47
"5972",13,"DIANA BANABAS BABIES MLK CHOC",64
"5973",13,"DIANA BANANAS BABIES DRK CHOC",85
"5974",13,"DIANA BANANAS BABIES MLK CHOC W/PNUT",29
"5975",13,"DIPPIN DOTS RED BERRY",3
"5976",13,"DREYER POMEGRANATE BARS",144
"5977",13,"DREYERS ASSORTED FRUIT BAR",148
"5978",13,"DREYERS BUTTER PECAN IC",73
"5979",13,"DREYERS CHOCOLATE",2
"5980",13,"DREYERS FRN VANILLA ICRM",141
"5981",13,"DREYERS FRT BAR COCONUT",181
"5982",13,"DREYERS FRUIT BAR STRAW",253
"5983",13,"DREYERS LIGHT CHOCOLATE",89
"5984",13,"DREYERS MINT CHOC CHIP",116
"5985",13,"DREYERS NEAPOLITAN",2
"5986",13,"DREYERS ROCKY ROAD ICRM",72
"5987",13,"DREYERS VANILLA ICE CREAM",238
"5988",13,"DRUMSTICK NESTLE CRUNCH DPED",345
"5989",13,"DRUMSTICK VANILLA",120
"5990",13,"DRYRD FRUIT BAR NSA VARIETY",191
"5991",13,"F'REAL MILKSHAKE MINT CHOC CHIP 16Z",44
"5992",13,"F'REAL MILKSHKE COTTON CANDY",49
"5993",13,"F'REAL MLKSHK COTTON CNDY",49
"5994",13,"F'REAL MLKSHK PMPKN CHSCKE",12
"5995",13,"FATBOY CRML PRTZL SUNDAE",46
"5996",13,"FATBOY JR SNDW VAN ICRM",86
"5997",13,"FATBOY SNDW KEY LIME ICRM",54
"5998",13,"FATBOY SNDW VAN PREM ICRM",196
"5999",13,"FREAL BL/RSP/POM SMOOTHIE",17
"6000",13,"FREAL CAPPUCCINO COFFEE",20
"6001",13,"FREAL FRZN CAPP COFFEE 16OZ",20
"6002",13,"FREAL MALT MILKSHAKE",20
"6003",13,"FREAL MANGO SMOOTHIE",8
"6004",13,"FREAL MILKSHAKE CHOC",79
"6005",13,"FREAL MILKSHAKE CHOC 16OZ",79
"6006",13,"FREAL MILKSHAKE CHOC MLT 16OZ",20
"6007",13,"FREAL MILKSHAKE CKIES N CRM",64
"6008",13,"FREAL MILKSHAKE COOKIES N CRM 16OZ",64
"6009",13,"FREAL MILKSHAKE MINT",44
"6010",13,"FREAL MILKSHAKE REESES",30
"6011",13,"FREAL MILKSHAKE REESES BTR CUP16OZ",30
"6012",13,"FREAL MILKSHAKE STRW",25
"6013",13,"FREAL MILKSHAKE STWBRY 16OZ",25
"6014",13,"FREAL MILKSHAKE VAN",43
"6015",13,"FREAL MILKSHAKE VAN 16OZ",43
"6016",13,"FREAL SMOOTHIE BB RSP PMGRNTE 16OZ",17
"6017",13,"FREAL SMOOTHIE MANGO 16OZ",8
"6018",13,"FREAL SMOOTHIE STRW BNA 16OZ",21
"6019",13,"FREAL STRW/BAN SMOOTHIE",21
"6020",13,"FRTARE STRW,MXD BRY,MILK",43
"6021",13,"FRUITTARE FRT MILK BANANA",33
"6022",13,"FRUITTARE REAL FRT MANGO",69
"6023",13,"GANDY I. CRM MOOSE TRACKS",117
"6024",13,"GANDY I.CRM CARAMEL CARIBOU",90
"6025",13,"GANDY I.CRM CHERRY VANILLA",68
"6026",13,"GANDY I.CRM NEAPOLITAN",72
"6027",13,"GANDY ICE CREAM STRWBRY",19
"6028",13,"GANDY ICE CRM CHOCOLATE",103
"6029",13,"GANDY ICE CRM VANILLA",375
"6030",13,"GANDY PNT CHOC CHP CKIE DGH",20
"6031",13,"GANDY SLIM & TRM VANILLA",47
"6032",13,"GANDY'S PINT BTTR PCN IC",26
"6033",13,"GANDY'S PINT CHOC IC",40
"6034",13,"GANDY'S PINT CKIE CRM IC",54
"6035",13,"GANDY'S PINT STRWBRY  IC",23
"6036",13,"GANDY'S PINT VAN  IC",33
"6037",13,"GANDYS VANILLA ICE CREAM 4QT",318
"6038",13,"GH POPSICLE SNOW CONE",25
"6039",13,"GOOD HUMOR GIANT VAN SNDWCH",133
"6040",13,"GOOD HUMOR KING CONE",55
"6041",13,"GOOD HUMOR OREO COOKIE BAR",95
"6042",13,"GOOD HUMOR STRWBRY SHRTCKE BAR",30
"6043",13,"HAAGEN DAZ CUP CHOC PNUT BTTR",149
"6044",13,"HAAGEN DAZ VAN YOGURT",6
"6045",13,"HAAGEN DAZS BTR PECAN",184
"6046",13,"HAAGEN DAZS CHOC ICE CREAM",132
"6047",13,"HAAGEN DAZS CHOC PNUT BTTR",113
"6048",13,"HAAGEN DAZS COFFEE IC",184
"6049",13,"HAAGEN DAZS CUP CHOCOLATE",224
"6050",13,"HAAGEN DAZS CUP COFFEE",357
"6051",13,"HAAGEN DAZS CUP VANILLA",341
"6052",13,"HAAGEN DAZS GELATO CUP SEA SLT CRML",72
"6053",13,"HAAGEN DAZS GELATO DRK CHOC CHP",23
"6054",13,"HAAGEN DAZS GELATO LIMONCELLO",34
"6055",13,"HAAGEN DAZS GELATO SEA SALT CRML",56
"6056",13,"HAAGEN DAZS GELATO STRACCIATELL",16
"6057",13,"HAAGEN DAZS ROCKY ROAD",9
"6058",13,"HAAGEN DAZS RUM RAISIN",61
"6059",13,"HAAGEN-DAZ VAN BEAN",140
"6060",13,"HAAGN DAZ GELATO CAPPUCCINO",17
"6061",13,"HAG DAZ VANILLA",164
"6062",13,"HAGEN DAZ CHOCOLATE",112
"6063",13,"HAGEN DAZ COFFEE",157
"6064",13,"HAGEN DAZ STWBRRY IC",101
"6065",13,"HAGEN DAZ VANILLA ICE CREAM",249
"6066",13,"HAGEN DAZS CHOC CHOC CHP",56
"6067",13,"HAGEN DAZS VAN SWSS ALMD",106
"6068",13,"HAGN DAZ GELATO BLK CHRY AMRTO",36
"6069",13,"HD CARAMEL CONE CUP",97
"6070",13,"HD SNACK VAN & ALMND",67
"6071",13,"HGN DAZS CUP DULC DE LECHE",299
"6072",13,"HGN DZS GLT BR TRMS DC 3OZ",9
"6073",13,"HGN DZS GLT BR VNL CRM PZL 3OZ",5
"6074",13,"JLLY LLMA SORBET 4SQZ PNAPLE",11
"6075",13,"JOLLY LLAMA SORBET 45QZUP BAN CCNUT",15
"6076",13,"JOLLY LLAMA SORBET 45QZUP MANGO",17
"6077",13,"JOLLY LLAMA SORBET 45QZUP RSPBRY",20
"6078",13,"JOLLY LLAMA SORBET 45QZUP STRWBRY",11
"6079",13,"JULIES ICRM SANDWICH",15
"6080",13,"KEMPS FF CHOC FRZN YOG",70
"6081",13,"KEMPS FF CRML PRALINE YOG",39
"6082",13,"KEMPS FF NSA VAN YOG",118
"6083",13,"KEMPS FF STRW FRZN YOG",128
"6084",13,"KEMPS FF VAN FRZN YOG",65
"6085",13,"KEMPS LF BLK JCK CHRY YOG",85
"6086",13,"KEMPS LF BTTR PECAN YOG",56
"6087",13,"KEMPS LF CHOC ALMND",53
"6088",13,"KEMPS LF CRML BROWNIE YOG",65
"6089",13,"KEMPS LF MOOSE TRKS YOG",137
"6090",13,"KEMPS LF SEA SALT CRML YOG",72
"6091",13,"KEMPS LF VAN BEAN YOG",111
"6092",13,"KLNDK CKS CRM KANDY BAR",67
"6093",13,"KLNDK CRML PNUT KANDY BAR",91
"6094",13,"KLNDK FDGE CRNCH KANDY BR",42
"6095",13,"KLONDIKE HEATH BAR",148
"6096",13,"KLONDIKE KANDY KARAMEL BAR",21
"6097",13,"KLONDIKE MINT CHOC CHIP",87
"6098",13,"KLONDIKE ORIGINAL ICE CREAM BAR",1
"6099",13,"KLONDIKE ORIGINAL VAN",229
"6100",13,"KLONDIKE RED FAT NSA",110
"6101",13,"KLONDIKE VANILLA SANDWICH",311
"6102",13,"LCN BDAY CAKE ICRM SNDWCH",98
"6103",13,"LCN BIRTHDAY CAKE ICECRM",80
"6104",13,"LCN BIRTHDAY CAKE ICRM",90
"6105",13,"LCN CHOC MARBLE ICECREAM",93
"6106",13,"LCN CHOC MNT ICRM SNDWCH",101
"6107",13,"LCN CHOC SUNDAE CUPS",232
"6108",13,"LCN CHOCOLATE ICECREAM",128
"6109",13,"LCN CHOCOLATE ICRM",47
