"","month","LongDes","sum(ItemQuant)"
"5120",11,"MAGNUM DBL CRML IC BARS",546
"5121",11,"MAGNUM DBLE PB BAR",5
"5122",11,"MAGNUM GOLD 3PK",82
"5123",11,"MGNM MINI ALMND WHT VRTY",148
"5124",11,"MINUTE MAID JUICE BARS",79
"5125",11,"MONSTER COOKIE  ORIGINAL",20
"5126",11,"MONSTER MUNCH POLAR BEAR POOP",2
"5127",11,"MONSTER MUNCH T REX ROX",4
"5128",11,"MRS FIELDS COOKIE SANDWICH",31
"5129",11,"NE CLASSIC DRMSTICK COMBO",461
"5130",11,"NE CLASSIC DRMSTK VNLLA",573
"5131",11,"NESTLE DRMSTK VANILLA",19
"5132",11,"NESTLE LIL DRUM CHOC SWIRL",93
"5133",11,"ON BLBRY GREEK YOG BARS",86
"5134",11,"ON BLUBRY GRK FRZN YOG",7
"5135",11,"ON CHRY GREEK YOG BARS",101
"5136",11,"ON CHRY GRK FRZN YOG",11
"5137",11,"ON MNGO GRK FRZN YOG",16
"5138",11,"ON MXD BRY FRUIT VEG BARS",71
"5139",11,"ON ORNG MNG FRT VEG BARS",33
"5140",11,"ON PEACH FRUIT VEG BARS",55
"5141",11,"ON PEACH GRK FRZN YOG",36
"5142",11,"ON STRW FRUIT VEG BARS",84
"5143",11,"ON STRW GREEK YOG BARS",75
"5144",11,"ON STRW GRK FRZN YOG",14
"5145",11,"ON VAN GREEK YOG BARS",47
"5146",11,"ON VAN GRK FRZN YOG",17
"5147",11,"OSD ND CHOC VELVET OG",12
"5148",11,"OSD ND CREAMY VANILLA OG",23
"5149",11,"OSD ND NEOPOLITAN",19
"5150",11,"PE FDG SWRL DAIRY DSSRT",51
"5151",11,"PE NEAPOLITAN DAIRY DSSRT",38
"5152",11,"PE STRW DAIRY DESSERT",7
"5153",11,"PE VANILLA DAIRY DESSERT",113
"5154",11,"POPSICLE FIRECRACKER JR",479
"5155",11,"POPSICLE FUDGSICLE NSA",463
"5156",11,"POPSICLE OR/GR/CHRY",389
"5157",11,"POPSICLE S/F OR/CH/GR",434
"5158",11,"POPSICLE SCRIBBLERS",151
"5159",11,"POPSICLE SF ORG/CHRY/GRP",202
"5160",11,"POPSICLE SF TROPICALS",195
"5161",11,"PPSCL JB TFRTI,VN CHRY,BL",38
"5162",11,"PPSCLE REDS CHRY,RSP,STRW",244
"5163",11,"RBYS RCKT DSSRT FRZ GLXY",25
"5164",11,"RBYS RCKT DSSRT FRZ ORBT",12
"5165",11,"RBYS RCKT DSSRT FRZ RCK",51
"5166",11,"REESE'S ICE CREAM CUP",150
"5167",11,"RICE DREAM BITES VAN",25
"5168",11,"RICE DREAM VAN",14
"5169",11,"S.COW CHOC.VAN SANDWICH",167
"5170",11,"S/COW NSA VANILLA SANDWICH",125
"5171",11,"SCOOPS BANANA NUT",67
"5172",11,"SCOOPS BUTTER PECAN",73
"5173",11,"SCOOPS CHOCOLATE",168
"5174",11,"SCOOPS CHOCOLATE CHIP",66
"5175",11,"SCOOPS COOKIES & CREAM",158
"5176",11,"SCOOPS LOWFAT CHOCOLATE",13
"5177",11,"SCOOPS LOWFAT VANILLA",40
"5178",11,"SCOOPS MUDSLIDE COFFEE I/C",57
"5179",11,"SCOOPS NEOPOLITAN",92
"5180",11,"SCOOPS ROCKY ROAD",67
"5181",11,"SCOOPS STRAWBERRY",87
"5182",11,"SCOOPS TSTD ALMOND FUDGE",93
"5183",11,"SCOOPS VANILLA",642
"5184",11,"SCOOPS VANILLA FUDGE",100
"5185",11,"SK ICE CRM SAND LF VAN",142
"5186",11,"SKINNY COW COOKIES & CRM",154
"5187",11,"SKINNY COW FUDGE BAR",137
"5188",11,"SLIM A BEAR 100CAL VAN BAR",188
"5189",11,"SLIM ABEAR 100CA TOFF/FRVAN",234
"5190",11,"SNICKERS ICE CRM BARS",100
"5191",11,"SO BLISS FRZR POP 4PK CRRT AP",10
"5192",11,"SO BLISS FRZR POP 4PK HIBISCUS",2
"5193",11,"SO BLISS FRZR POP 4PK MANGO",2
"5194",11,"SO BLISS FRZR POP 4PK SWT TEA",5
"5195",11,"SO BLISS FRZR POP 4PK WTRMLN",36
"5196",11,"SO DEL BAR CNUT ICRM ALM",50
"5197",11,"SO DEL CNUT BAN SPLT MINI SNDW",35
"5198",11,"SO DEL COCNT CHOC ICRM",26
"5199",11,"SO DEL COCONT CKY DGH",53
"5200",11,"SO DEL COCONT MLK ICRM",27
"5201",11,"SO DEL COCONT MOCHA",34
"5202",11,"SO DEL COCONT VAN",48
"5203",11,"SO DELICIO SYICRM MIN SAN VAN",38
"5204",11,"SOY DELC CHOC OBESSN OG2",21
"5205",11,"STEVE DESSERT BANANA PUDDING",33
"5206",11,"STEVE DESSERT BRBN VANILLA",37
"5207",11,"STEVE DESSERT DRKLN BLKOUT",22
"5208",11,"STEVE DESSERT MXN CHILI CHOC",6
"5209",11,"STEVE DESSERT SALTY CRML",15
"5210",11,"STEVE ICE CRM BURNT SGR VNLLA",14
"5211",11,"STEVE ICE CRM DRK CHOC SLTY CRML",14
"5212",11,"STNYFLD FRZN YOG DRK CHOC",8
"5213",11,"STNYFLD LF MNT CHO YGRT OG2",8
"5214",11,"STNYFLD NF VAN FDG YGRT OG2",19
"5215",11,"STNYFLD NF VAN YOGRT OG2",41
"5216",11,"STONY YGRT GRK FRZ FF VAN",23
"5217",11,"STONY YOGURT FRZ FF HONEY",4
"5218",11,"SWT FRDM VAN ICRM CONE",50
"5219",11,"SYDRM BTR PCAN DSERT",21
"5220",11,"TALENTI BLOOD ORANGE SORBETTO",44
"5221",11,"TALENTI DBL DARK CHOC POP",12
"5222",11,"TALENTI GEL FUDGE BROWNIE",101
"5223",11,"TALENTI GELATO CARIBBEAN COCONUT",92
"5224",11,"TALENTI GELATO CH/PNT BTR CUP",104
"5225",11,"TALENTI GELATO CRML CKIE CRNCH",776
"5226",11,"TALENTI GELATO DBE DRK CHOC",104
"5227",11,"TALENTI GELATO DBL DRK CHOC",312
"5228",11,"TALENTI GELATO MILK CHOC",246
"5229",11,"TALENTI GELATO PISTACHIO",139
"5230",11,"TALENTI GELATO POP MDTRRNEAN MINT",8
"5231",11,"TALENTI GELATO POP VAN",11
"5232",11,"TALENTI GELATO ROMAN RASP SORBETTO",428
"5233",11,"TALENTI GELATO SEA SALT",198
"5234",11,"TALENTI GELATO VANILLA BEAN",193
"5235",11,"TAMPICO TWIN POPS 3 FLVRS",68
"5236",11,"TCBY FYOG COOKIES N CREAM",90
"5237",11,"TCBY FYOG DBL CHOC CHNK",114
"5238",11,"TCBY FYOG DBL CLS VAN BEAN",106
"5239",11,"TCBY FYOG MINT CHOC CHIP",70
"5240",11,"TCBY FYOG SLTD CRML SWIRL",108
"5241",11,"TILLAMK ESPRESSO MOCHA ICRM",266
"5242",11,"TILLAMK MUDSLIDE ICRM",320
"5243",11,"TILLAMK OREGON STRW ICRM",284
"5244",11,"TILLAMK ROCKY ROAD ICRM",244
"5245",11,"TILLAMK VAN BEAN ICECREAM",855
"5246",11,"TILLAMK VAN CHOC CHIP ICREAM",690
"5247",11,"TILLAMOOK OR BLBRY PTCH ICRM",191
"5248",11,"TILLAMOOK OREGON BLK CHRY",268
"5249",11,"TILLMK CINN HORCHATA ICREAM",223
"5250",11,"TILLMK CKIES N CRM ICREAM",306
"5251",11,"TILLMK CRML BTR PCN ICREAM",452
"5252",11,"TILLMK DUTCH CHOC ICREAM",438
"5253",11,"TILLMK FIRESD SMORES ICREAM",161
"5254",11,"TILLMK MARIONBRY PIE ICREAM",184
"5255",11,"TILLMK MNT CHOC CHIP ICREAM",276
"5256",11,"TILLMK OLD FASH VAN ICREAM",1051
"5257",11,"TILLMK TOFFEE CRNCH ICRM",64
"5258",11,"TLNTI GEL BLK RSP CHC CHP",76
"5259",11,"TOFUTTI CUTIES VANILLA",12
"5260",11,"WINKS FROZEN CAKE BATTER",67
"5261",11,"WINKS FROZEN CHOC MINT",27
"5262",11,"WINKS FROZEN CINNAMON BUN",32
"5263",11,"WINKS FROZEN COCOA DOUGH",42
"5264",11,"WINKS FROZEN ICED LATTE",16
"5265",11,"WONKA PUSH UP 9 CT BOX",192
"5266",11,"WW BLBRY SWRL BARS",120
"5267",11,"WW CANDY BARS 6/2 FL OZ",122
"5268",11,"WW CHOC SMTH BARS",85
"5269",11,"WW CKIES&CRM BARS",115
"5270",11,"WW DIVINE TRIPLE CHOCOLATE BARS",99
"5271",11,"WW DRK CHC DULCE DE LECHE",60
"5272",11,"WW DRK CHOC RSPB BARS",136
"5273",11,"WW ENGLSH TFEE CRCH BAR",279
"5274",11,"WW GIANT CHOC FUDGE BAR",212
"5275",11,"WW GIANT LATTE BAR",92
"5276",11,"WW PCH SWIRL BARS",136
"5277",11,"WW SLTD CRML ICECRM BAR",205
"5278",11,"WW SNACK SIZE VAN FUDGE SWRL CONES",101
"5279",11,"WW SNK SZ CHOC FDG BARS",175
"5280",11,"WW SNK SZ VP ICE CRM SNDWCH",65
"5281",11,"WW STRW SMOOTHIE BARS",133
"5282",11,"WW VAN RND ICE CRM SNDWCH",211
"5283",12,"*CV*DIPPIN DOT COTTON CANDY",30
"5284",12,"*CV*DIPPIN DOTS BAN SPLIT",56
"5285",12,"*CV*DIPPIN DOTS BIRTHDAY CAKE",25
"5286",12,"*CV*DIPPIN DOTS CHOC",47
"5287",12,"*CV*DIPPIN DOTS CKIE DGH",46
"5288",12,"*CV*DIPPIN DOTS CKIES/CRM",32
"5289",12,"*CV*DIPPIN DOTS ICE RNBW",79
"5290",12,"*CV*DIPPIN DOTS MINT CHOC",39
"5291",12,"*CV*DIPPIN DOTS VAN ICE CRM",50
"5292",12,"*D*BB SWT FRDM NSA FUDGE BAR 12CT",236
"5293",12,"*D*NESTLE DRUMSTICK SMPLY DIP",12
"5294",12,"*D*STNY YGRT FRZ FF CHC",3
"5295",12,"*R* DREYERS FRT BAR LIME",219
"5296",12,"*R* HD DULCE DE LECHE CARAMEL",83
"5297",12,"*Z*SV CHOC CHIP IC SQU 817970",1
"5298",12,"*Z*SV CHOC ICREAM SQ 817968",6
"5299",12,"ALDENS IC SALTED CARAMEL",12
"5300",12,"ALDENS ICE CREAM CHOC CHP",36
"5301",12,"ALDENS ICE CREAM CKIE CRM",20
"5302",12,"ALDENS ICE CREAM VANILLA",56
"5303",12,"ALDENS ICRM MINT CHIP OG2",35
"5304",12,"ALMOND DREAM CAPP SWIRL",33
"5305",12,"ALMOND DREAM CHOC",32
"5306",12,"ALMOND DREAM CHOC BITES",27
"5307",12,"ALMOND DREAM PRLN CRNCH",68
"5308",12,"ALMOND DREAM VNLA",25
"5309",12,"ALMOND DREAM VNLA BITE",28
"5310",12,"ARTIC ZERO ICE CRM BUTTERY PECAN",15
"5311",12,"ARTIC ZERO ICE CRM CHOC PNUT BTR",86
"5312",12,"ARTIC ZERO ICE CRM COOKIE N CRM",143
"5313",12,"ARTIC ZERO ICE CRM COOL MINT CHIP",25
"5314",12,"ARTIC ZERO ICE CRM LIL BIT CHIPPY",13
"5315",12,"ARTIC ZERO ICE CRM SEA SLT CRMEL",20
"5316",12,"ARTIC ZERO ICE CRM VANILLA",70
"5317",12,"ARTIC ZERO ICE CRMCOOKIE DOUGH CHIP",39
"5318",12,"B BUNNY MINI SWRL VAN CONES",454
"5319",12,"B&J BAN P/BTR GRK YOG",23
"5320",12,"B&J BLBRY VAN GRHM GRK YOG",68
"5321",12,"B&J CHEESECAKE BROWNIE",92
"5322",12,"B&J CHERRY GARCIA",264
"5323",12,"B&J CHERRY GARCIA CUP",331
"5324",12,"B&J CHOC FDG BROWNIE",312
"5325",12,"B&J CHOC FDG BROWNIE CUP",418
"5326",12,"B&J CHOCC CHP COOKIE DOUGH",307
"5327",12,"B&J CHUNKY MONKEY",104
"5328",12,"B&J CINNAMON BUNS",117
"5329",12,"B&J COFFEE BUZZ",107
"5330",12,"B&J COFFEE W/HEATH",115
"5331",12,"B&J COOKIE DOUGH CUP",409
"5332",12,"B&J FY CHERRY GARCIA",182
"5333",12,"B&J KARAMEL SUTRA",155
"5334",12,"B&J MILK & COOKIES",290
"5335",12,"B&J NEW YORK SUPER FUDGE",74
"5336",12,"B&J PEANUT BUTTER CUP",122
"5337",12,"B&J PHISH FOOD PT",264
"5338",12,"B&J PNT BTTH CK CR",105
"5339",12,"B&J PNT BTTR FUDGE CORE",105
"5340",12,"B&J RASP FDG CHNK GRK YOG",68
"5341",12,"B&J RED VELVET CAKE ICE CRM",79
"5342",12,"B&J SLTD CARAMEL CORE",112
"5343",12,"B&J STPHN COLBRT AMRICNE DREAM",207
"5344",12,"B&J STRW SHRCK GRK YOG",46
"5345",12,"B&J THE TONITE DGH",259
"5346",12,"B&J VANILLA",58
"5347",12,"B/BNY SWT FREEDOM VAN SNK SZ CONES",153
"5348",12,"BASKIN ROBIN CHOC ICECREAM",6
"5349",12,"BB BDAY PARTY SNDWCH",68
"5350",12,"BB BORDEAUX CHRY CHOC",333
"5351",12,"BB CHAMP VAR PK CONES",103
"5352",12,"BB MINI SWIRL CRML CONES",203
"5353",12,"BB MINI SWRL BDAY PRTY CONE",166
"5354",12,"BB PREM BUNNY TRACKS",562
"5355",12,"BB PREM BUTTER PECAN",516
"5356",12,"BB PREM CHUNKY CHOC CHIP",302
"5357",12,"BB PREM COOKIES N CREAM",787
"5358",12,"BB PREM DBL STRWBRY",392
"5359",12,"BB PREM HOMEMADE CHOC",745
"5360",12,"BB PREM HOMEMADE VAN",1551
"5361",12,"BB PREM MINT CHOC CHIP",520
"5362",12,"BB PREM NEAPOLITAN",406
"5363",12,"BB PREM PNUT BTTR PANIC",401
"5364",12,"BB PREM ROCKY ROAD",327
"5365",12,"BB PREM TSTD ALMND FUDGE",391
"5366",12,"BB RNBOW SHERBET CUPS 12CT",152
"5367",12,"BB SMPLY VAN SNCWCH",298
"5368",12,"BB SWEET FREEDOM VAN",268
"5369",12,"BB SWT FRDM BAN SPLIT",166
"5370",12,"BB SWT FRDM BTR PECAN",198
"5371",12,"BB SWT FRDM BUNNY TRACKS",223
"5372",12,"BB SWT FRDM NSA FUDGE BAR",236
"5373",12,"BB SWT FRDM VRTY PK BARS",59
"5374",12,"BB TRPL DLGHT SNDWCH",195
"5375",12,"BBNY CARAMEL KRUNCH BARS",155
"5376",12,"BBNY CHAMP CONE VAN",191
"5377",12,"BBNY FUDGE BARS",188
"5378",12,"BBNY SF NSA VAN KRUNCH BAR",288
"5379",12,"BBNY SWT FRDM NSA VAN BAR",301
"5380",12,"BBUNNY PREM PIST ALMOND",251
"5381",12,"BDGT SAVER SF TWIN POPS",62
"5382",12,"BDGT SAVER TWN POPS BAN",170
"5383",12,"BDGT SVR MONSTR CHOC FDGE",40
"5384",12,"BJ SMORES",141
"5385",12,"BL BUNNY PREM VAN BEAN",1158
"5386",12,"BL BUNNY VAN ICRM CUPS 12CT",264
"5387",12,"BLUE BUNNY BIG FUDGE BARS",208
"5388",12,"BLUE BUNNY LIME SHERBET",216
"5389",12,"BLUE BUNNY ORANGE DREAM BAR 2.25OZ",104
"5390",12,"BLUE BUNNY ORANGE SHERBET",240
"5391",12,"BLUE BUNNY ORIG BOMB POP",784
"5392",12,"BLUE BUNNY PREM VAN",1074
"5393",12,"BLUE BUNNY RAINBOW SHERBET",228
"5394",12,"BLUE BUNNY RASPBERRY SHERBET",168
"5395",12,"BOMB POP HWN PNCH",173
"5396",12,"BOMB POP WARHEADS POPS",155
"5397",12,"BOMB POPS WATERMELON",179
"5398",12,"BR BUTTER PECAN",6
"5399",12,"BR CHOC CHIP CKIE DGH",23
"5400",12,"BR CHOC CHIP ICRM",17
"5401",12,"BR NUTTY COCONUT",2
"5402",12,"BREYER NAT LT CRMY VANILLA",41
"5403",12,"BREYER NTRL CHRY VANILLA",39
"5404",12,"BREYER NTRL FRCH VAN",171
"5405",12,"BREYER VANILLA ICE CREAM",322
"5406",12,"BREYER WFL CONE W/HRSHY CHOC CHP",61
"5407",12,"BREYERS BLASTS BDAY",67
"5408",12,"BREYERS BLASTS CREAMSICLE",55
"5409",12,"BREYERS CARB SMART CHOC",103
"5410",12,"BREYERS CO B GS THIN MINTS",92
"5411",12,"BREYERS CO BRAND M&MS",52
"5412",12,"BREYERS FAT FREE CRMY VAN",40
"5413",12,"BREYERS LACTOSE FREE VAN",103
"5414",12,"BREYERS NAT ROCKY ROAD",59
"5415",12,"BREYERS NAT STRAWBERRY",73
"5416",12,"BREYERS NSA VANILLA",88
"5417",12,"BREYERS NTRL CHOC",134
"5418",12,"BREYERS SNICKERS IC CRM",121
"5419",12,"BRYER SMRT CARB VAN I/C",85
"5420",12,"BRYERS OREO CHOC CKIE&CRM",90
"5421",12,"BRYR GELATO CAPP",35
"5422",12,"BRYR GELATO MNT CHC",41
"5423",12,"BRYRS CRBSMRT ALMD I/C BAR",164
"5424",12,"BRYRS TIRAMISU GELATO",69
"5425",12,"BRYRS TRPL CHOC GELATO",91
"5426",12,"BRYRS VAN CRML GELATO",213
"5427",12,"BUDGET SAVER TWIN POPS",286
"5428",12,"CADBURY CARAMELLO RF IC BAR",160
"5429",12,"CADBURY CHOC ALMD RF IC BAR",102
"5430",12,"CHOCO TACO",29
"5431",12,"COOLHAUS IC SNDWCH CHOC",26
"5432",12,"COOLHAUS IC SNDWCH PNTBTR",14
"5433",12,"COOLHAUS ICE CRM 3-BAR M CH",13
"5434",12,"COOLHAUS ICE CRM BANA FSTR",66
"5435",12,"COOLHAUS ICE CRM BLSMC",69
"5436",12,"COOLHAUS ICE CRM CHOC MLTN",58
"5437",12,"COOLHAUS ICE CRM DRTY MNT",84
"5438",12,"COOLHAUS ICE CRM SLT CRML",53
"5439",12,"COOLHAUS ICE CRM SNDWCH BC",19
"5440",12,"COOLHAUS ICE CRM SNDWCH CS",46
"5441",12,"COOLHAUS ICE CRM SNDWCH DCM",45
"5442",12,"COOLHS ICECRM 3-BAR VMCH",27
"5443",12,"COOLHS ICECRM SNDWH VN BN",72
"5444",12,"DAN OIKO GRK FRZ YGRT CAF LATTE",38
"5445",12,"DAN OIKOS GRK FRZ YGRT CHOC",29
"5446",12,"DAN OIKOS GRK FRZN YGRT KEY LIME",36
"5447",12,"DAN OIKOS GRK FRZN YGRT STRWBRY",42
"5448",12,"DIANA BANABAS BABIES MLK CHOC",81
"5449",12,"DIANA BANANAS BABIES DRK CHOC",85
"5450",12,"DIANA BANANAS BABIES MLK CHOC W/PNUT",27
"5451",12,"DIPPIN DOTS RED BERRY",9
"5452",12,"DREYER POMEGRANATE BARS",210
"5453",12,"DREYERS ASSORTED FRUIT BAR",244
"5454",12,"DREYERS BUTTER PECAN IC",109
"5455",12,"DREYERS CHOCOLATE",124
"5456",12,"DREYERS FRN VANILLA ICRM",108
"5457",12,"DREYERS FRT BAR COCONUT",260
"5458",12,"DREYERS FRUIT BAR STRAW",306
"5459",12,"DREYERS LIGHT CHOCOLATE",41
"5460",12,"DREYERS LIMITED EDITION",11
"5461",12,"DREYERS MINT CHOC CHIP",173
"5462",12,"DREYERS NEAPOLITAN",60
"5463",12,"DREYERS ROCKY ROAD ICRM",110
"5464",12,"DREYERS VANILLA ICE CREAM",242
"5465",12,"DRUMSTICK NESTLE CRUNCH DPED",357
"5466",12,"DRUMSTICK VANILLA",142
"5467",12,"DRYRD FRUIT BAR NSA VARIETY",278
"5468",12,"F'REAL MILKSHAKE MINT CHOC CHIP 16Z",41
"5469",12,"F'REAL MILKSHKE COTTON CANDY",52
"5470",12,"F'REAL MLKSHK COTTON CNDY",52
"5471",12,"FATBOY CRML PRTZL SUNDAE",50
"5472",12,"FATBOY JR SNDW VAN ICRM",115
"5473",12,"FATBOY SNDW KEY LIME ICRM",75
"5474",12,"FATBOY SNDW VAN PREM ICRM",219
"5475",12,"FREAL BL/RSP/POM SMOOTHIE",8
"5476",12,"FREAL CAPPUCCINO COFFEE",18
"5477",12,"FREAL FRZN CAPP COFFEE 16OZ",18
"5478",12,"FREAL MALT MILKSHAKE",14
"5479",12,"FREAL MANGO SMOOTHIE",9
"5480",12,"FREAL MILKSHAKE CHOC",55
"5481",12,"FREAL MILKSHAKE CHOC 16OZ",55
"5482",12,"FREAL MILKSHAKE CHOC MLT 16OZ",14
"5483",12,"FREAL MILKSHAKE CKIES N CRM",82
"5484",12,"FREAL MILKSHAKE COOKIES N CRM 16OZ",82
"5485",12,"FREAL MILKSHAKE MINT",41
"5486",12,"FREAL MILKSHAKE REESES",34
"5487",12,"FREAL MILKSHAKE REESES BTR CUP16OZ",34
"5488",12,"FREAL MILKSHAKE STRW",21
"5489",12,"FREAL MILKSHAKE STWBRY 16OZ",21
"5490",12,"FREAL MILKSHAKE VAN",26
"5491",12,"FREAL MILKSHAKE VAN 16OZ",26
"5492",12,"FREAL SMOOTHIE BB RSP PMGRNTE 16OZ",8
"5493",12,"FREAL SMOOTHIE MANGO 16OZ",9
"5494",12,"FREAL SMOOTHIE STRW BNA 16OZ",20
"5495",12,"FREAL STRW/BAN SMOOTHIE",20
"5496",12,"FRTARE STRW,MXD BRY,MILK",61
"5497",12,"FRUITTARE FRT MILK BANANA",60
"5498",12,"FRUITTARE REAL FRT MANGO",84
"5499",12,"GANDY I. CRM MOOSE TRACKS",115
"5500",12,"GANDY I.CRM CARAMEL CARIBOU",101
"5501",12,"GANDY I.CRM CHERRY VANILLA",54
"5502",12,"GANDY I.CRM NEAPOLITAN",95
"5503",12,"GANDY ICE CREAM STRWBRY",28
"5504",12,"GANDY ICE CRM CHOCOLATE",105
"5505",12,"GANDY ICE CRM VANILLA",336
"5506",12,"GANDY PNT CHOC CHP CKIE DGH",12
"5507",12,"GANDY SLIM & TRM VANILLA",66
"5508",12,"GANDY'S PINT BTTR PCN IC",26
"5509",12,"GANDY'S PINT CHOC IC",36
"5510",12,"GANDY'S PINT CKIE CRM IC",37
"5511",12,"GANDY'S PINT STRWBRY  IC",12
"5512",12,"GANDY'S PINT VAN  IC",40
"5513",12,"GANDYS VANILLA ICE CREAM 4QT",471
"5514",12,"GH POPSICLE SNOW CONE",31
"5515",12,"GOOD HUMOR GIANT VAN SNDWCH",82
"5516",12,"GOOD HUMOR KING CONE",51
"5517",12,"GOOD HUMOR OREO COOKIE BAR",7
"5518",12,"GOOD HUMOR STRWBRY SHRTCKE BAR",15
"5519",12,"HAAGEN DAZ CUP CHOC PNUT BTTR",170
"5520",12,"HAAGEN DAZ VAN YOGURT",14
"5521",12,"HAAGEN DAZS BTR PECAN",216
"5522",12,"HAAGEN DAZS CHOC ICE CREAM",154
"5523",12,"HAAGEN DAZS CHOC PNUT BTTR",136
"5524",12,"HAAGEN DAZS COFFEE IC",250
"5525",12,"HAAGEN DAZS CUP CHOCOLATE",302
"5526",12,"HAAGEN DAZS CUP COFFEE",371
"5527",12,"HAAGEN DAZS CUP VANILLA",476
"5528",12,"HAAGEN DAZS GELATO CUP SEA SLT CRML",98
"5529",12,"HAAGEN DAZS GELATO DRK CHOC CHP",39
"5530",12,"HAAGEN DAZS GELATO LIMONCELLO",42
"5531",12,"HAAGEN DAZS GELATO SEA SALT CRML",51
"5532",12,"HAAGEN DAZS GELATO STRACCIATELL",20
"5533",12,"HAAGEN DAZS RUM RAISIN",90
"5534",12,"HAAGEN-DAZ VAN BEAN",154
"5535",12,"HAAGN DAZ GELATO CAPPUCCINO",25
"5536",12,"HAG DAZ VANILLA",175
"5537",12,"HAGEN DAZ CHOCOLATE",113
"5538",12,"HAGEN DAZ COFFEE",115
"5539",12,"HAGEN DAZ STWBRRY IC",164
"5540",12,"HAGEN DAZ VANILLA ICE CREAM",213
"5541",12,"HAGEN DAZS CHOC CHOC CHP",56
"5542",12,"HAGEN DAZS VAN SWSS ALMD",138
"5543",12,"HAGN DAZ GELATO BLK CHRY AMRTO",44
"5544",12,"HD CARAMEL CONE CUP",97
"5545",12,"HD SNACK VAN & ALMND",123
"5546",12,"HGN DAZS CUP DULC DE LECHE",333
"5547",12,"HGN DZS GLT BR TRMS DC 3OZ",15
"5548",12,"JLLY LLMA SORBET 4SQZ PNAPLE",29
"5549",12,"JOLLY LLAMA SORBET 45QZUP BAN CCNUT",11
"5550",12,"JOLLY LLAMA SORBET 45QZUP MANGO",28
"5551",12,"JOLLY LLAMA SORBET 45QZUP RSPBRY",24
"5552",12,"JOLLY LLAMA SORBET 45QZUP STRWBRY",15
"5553",12,"JULIES ICRM SANDWICH",28
"5554",12,"KEMPS FF CHOC FRZN YOG",100
"5555",12,"KEMPS FF CRML PRALINE YOG",51
"5556",12,"KEMPS FF NSA VAN YOG",146
"5557",12,"KEMPS FF STRW FRZN YOG",108
"5558",12,"KEMPS FF VAN FRZN YOG",94
"5559",12,"KEMPS LF BLK JCK CHRY YOG",103
"5560",12,"KEMPS LF BTTR PECAN YOG",93
"5561",12,"KEMPS LF CHOC ALMND",119
"5562",12,"KEMPS LF CRML BROWNIE YOG",57
"5563",12,"KEMPS LF MOOSE TRKS YOG",127
"5564",12,"KEMPS LF SEA SALT CRML YOG",108
"5565",12,"KEMPS LF VAN BEAN YOG",164
"5566",12,"KLNDK CKS CRM KANDY BAR",80
"5567",12,"KLNDK CRML PNUT KANDY BAR",108
"5568",12,"KLNDK FDGE CRNCH KANDY BR",73
"5569",12,"KLONDIKE HEATH BAR",179
"5570",12,"KLONDIKE KANDY KARAMEL BAR",7
"5571",12,"KLONDIKE MINT CHOC CHIP",114
"5572",12,"KLONDIKE ORIGINAL ICE CREAM BAR",7
"5573",12,"KLONDIKE ORIGINAL VAN",263
"5574",12,"KLONDIKE RED FAT NSA",114
"5575",12,"KLONDIKE VANILLA SANDWICH",341
"5576",12,"LCN BDAY CAKE ICRM SNDWCH",94
"5577",12,"LCN BIRTHDAY CAKE ICECRM",77
"5578",12,"LCN BIRTHDAY CAKE ICRM",197
"5579",12,"LCN CHOC MARBLE ICECREAM",69
"5580",12,"LCN CHOC MNT ICRM SNDWCH",106
"5581",12,"LCN CHOC SUNDAE CUPS",207
"5582",12,"LCN CHOCOLATE ICECREAM",160
"5583",12,"LCN CHOCOLATE ICRM",140
"5584",12,"LCN CKIES N CRM IC SNDWCH",252
"5585",12,"LCN CKIES N CRM ICECREAM",117
"5586",12,"LCN CKIES N CRM ICRM",136
"5587",12,"LCN FF CH CHIP BLK CHRY FY",100
"5588",12,"LCN FF CHOC FRZN YOGURT",79
"5589",12,"LCN FF VAN FRZN YOGURT",103
"5590",12,"LCN FUDGE BARS VALUE PACK",66
"5591",12,"LCN KEY LIME SHERBET",36
"5592",12,"LCN KRUNCH BARS",158
"5593",12,"LCN LF CKIES N CRM ICRM",67
"5594",12,"LCN LF MINT CHOC CHIP ICRM",56
"5595",12,"LCN LF VANILLA ICECREAM",57
"5596",12,"LCN MNT CHOC CHP ICRM",137
"5597",12,"LCN NEAPOLITAN ICECREAM",201
"5598",12,"LCN NEAPOLITAN ICRM",76
"5599",12,"LCN NEAPOLTIN ICRM SNDWCH",156
"5600",12,"LCN ORANGE BARS",223
"5601",12,"LCN PINEAPPLE SHERBET",86
"5602",12,"LCN RAINBOW SHERBET",187
"5603",12,"LCN ROCKY ROAD ICECREAM",119
"5604",12,"LCN RT BEER FLOAT BARS",169
"5605",12,"LCN STRAWBERRY IC",81
"5606",12,"LCN STRWBRY SUNDAE CUPS",121
"5607",12,"LCN TOFFEE BRITTLE BARS",196
"5608",12,"LCN VAN ICECREAM SNDWCH",399
"5609",12,"LCN VAN ICRM SNDWCH",475
"5610",12,"LCN VAN ORANGE SHERBET",111
"5611",12,"LCN VANILLA ICECREAM",449
"5612",12,"LCN VANILLA ICREAM",266
"5613",12,"LIFEWAY KEFIR TT MANGO",51
"5614",12,"LIFEWAY KEFIR TT ORIGINAL",20
"5615",12,"LIFEWAY KEFIR TT PMGRANT",28
